LiftID,Lake,Agency,Location,Latitude,Longitude,STATD,Model_unit,Grid,Year,Month,Day,SurveyType,SurveyType2,SurveyDescription,Gear,Nights,NetLength(km),Depth1(m),Depth2(m),AvgDepth(m),SurfaceTemp(C),BottomTemp(C),NetMaterial,MinMesh(mm),MaxMesh(mm),Comments
MIDNR_1992-150,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,8,18,,,Surface Gillnet,SGN,,1.219199961,0,6.096,,,,NYLON,,,
MIDNR_1992-151,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,8,19,,,Suspended Gillnet,SPN,,1.219199961,6.096,12.192,,,,NYLON,,,
MIDNR_1992-152,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,8,20,,,Surface Gillnet,SGN,,1.219199961,0,6.096,,,,NYLON,,,
MIDNR_1992-153,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,8,24,,,Suspended Gillnet,SPN,,1.219199961,12.192,18.288,,,,NYLON,,,
MIDNR_1992-154,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,8,25,,,Suspended Gillnet,SPN,,1.219199961,12.192,18.288,,,,NYLON,,,
MIDNR_1992-155,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,8,31,,,Mid-Water Trawl,MWT,,0.006096,,3.048,,,,,12.7,,
MIDNR_1992-156,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,8,31,,,Mid-Water Trawl,MWT,,0.006096,,6.096,,,,,12.7,,
MIDNR_1992-157,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,8,31,,,Mid-Water Trawl,MWT,,0.006096,,6.096,,,,,12.7,,
MIDNR_1992-158,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,8,31,,,Mid-Water Trawl,MWT,,0.006096,,30.48,,,,,12.7,,
MIDNR_1992-159,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,8,31,,,Mid-Water Trawl,MWT,,0.006096,,10.668,,,,,12.7,,
MIDNR_1992-16,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,5,15,,,Bottom Trawl,BTL,,0.012192,22.86,28.3464,,,,,25.4,,
MIDNR_2010-9669,MICHIGAN,MIDNR,PENTWATER,43.77671667,-86.44558333,MM-6,NORTH,1510,2010,8,24,,,Bottom Trawl,BTL,,,2.1336,3.6576,,,,NYLON,6.35,,
MIDNR_2008-8853,MICHIGAN,MIDNR,PENTWATER,43.78915,-86.44553333,MM-6,NORTH,1510,2008,8,18,,,Bottom Trawl,BTL,,,4.8768,6.096,,,,NYLON,6.35,,
MIDNR_1992-160,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,8,31,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_1992-161,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,8,31,,,Mid-Water Trawl,MWT,,0.006096,,6.096,,,,,12.7,,
MIDNR_1992-162,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,8,31,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_1992-163,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,9,1,,,Mid-Water Trawl,MWT,,0.006096,,27.432,,,,,12.7,,
MIDNR_1992-164,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,9,1,,,Mid-Water Trawl,MWT,,0.006096,,15.24,,,,,12.7,,
MIDNR_1992-165,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,9,1,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_1992-166,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,9,1,,,Mid-Water Trawl,MWT,,0.006096,,3.048,,,,,12.7,,
MIDNR_1992-167,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,9,1,,,Mid-Water Trawl,MWT,,0.006096,,6.096,,,,,12.7,,
MIDNR_1992-168,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,9,1,,,Mid-Water Trawl,MWT,,0.006096,,1.524,,,,,12.7,,
MIDNR_1992-169,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,9,2,,,Bottom Trawl,BTL,,0.012192,7.62,11.8872,,,,,25.4,,
MIDNR_1992-17,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,5,18,,,Surface Gillnet,SGN,,1.219199961,0,6.096,,,,NYLON,50.8,,
MIDNR_2003-8028,MICHIGAN,MIDNR,PENTWATER,43.78855,-86.44545,MM-6,NORTH,1510,2003,8,25,,,Bottom Trawl,BTL,,,,,,,,,,,N
MIDNR_2012-10196,MICHIGAN,MIDNR,PENTWATER,43.78855,-86.44536667,MM-6,NORTH,1510,2012,8,29,,,Bottom Trawl,BTL,,,5.4864,5.7912,,,,NYLON,6.35,,
MIDNR_1992-170,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,9,2,,,Bottom Trawl,BTL,,0.012192,11.8872,16.4592,,,,,25.4,,
MIDNR_2013-1105,MICHIGAN,MIDNR,PENTWATER,43.82366667,-86.4453,MM-6,NORTH,1510,2013,9,4,,,Bottom Trawl,BTL,,,9.7536,10.668,,,,NYLON,6.35,,
MIDNR_1992-171,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,9,3,,,Bottom Trawl,BTL,,0.012192,15.8496,21.6408,,,,,25.4,,
MIDNR_1992-172,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,9,3,,,Bottom Trawl,BTL,,0.012192,22.5552,27.7368,,,,,25.4,,
MIDNR_1992-173,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,9,3,,,Bottom Trawl,BTL,,0.012192,28.6512,32.004,,,,,25.4,,
MIDNR_1992-174,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,9,3,,,Bottom Trawl,BTL,,0.012192,32.6136,37.1856,,,,,25.4,,
MIDNR_1992-175,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,9,3,,,Bottom Trawl,BTL,,0.012192,37.7952,40.8432,,,,,25.4,,
MIDNR_2015-1163,MICHIGAN,MIDNR,PENTWATER,43.80878333,-86.44528333,MM-6,NORTH,1510,2015,9,9,,,Bottom Trawl,BTL,,0,9.143999707,10.66799966,,,,NYLON,6.35,76.2,
MIDNR_1992-176,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,9,3,,,Bottom Trawl,BTL,,0.012192,41.7576,47.244,,,,,25.4,,
MIDNR_1992-177,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,9,4,,,Bottom Trawl,BTL,,0.012192,47.5488,51.816,,,,,25.4,,
MIDNR_1992-178,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,9,4,,,Bottom Trawl,BTL,,0.012192,53.0352,55.7784,,,,,25.4,,
MIDNR_1992-179,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,9,4,,,Bottom Trawl,BTL,,0.012192,56.6928,59.436,,,,,25.4,,
MIDNR_1992-18,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,5,19,,,Surface Gillnet,SGN,,1.219199961,0,6.096,,,,NYLON,50.8,,
MIDNR_1992-180,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,9,4,,,Bottom Trawl,BTL,,0.012192,60.0456,61.2648,,,,,25.4,,
MIDNR_1992-181,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,9,8,,,Suspended Gillnet,SPN,,1.219199961,12.192,18.288,,,,NYLON,,,
MIDNR_2010-9672,MICHIGAN,MIDNR,PENTWATER,43.7762,-86.4451,MM-6,NORTH,1510,2010,8,24,,,Bottom Trawl,BTL,,,1.2192,2.7432,,,,NYLON,6.35,,
MIDNR_2012-10192,MICHIGAN,MIDNR,PENTWATER,43.77525,-86.4448,MM-6,NORTH,1510,2012,8,29,,,Bottom Gillnet,BGN,1,0.060959998,0.9144,1.8288,,,,MONO,8.000999939,11.988800073,
MIDNR_1992-182,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,9,14,,,Mid-Water Trawl,MWT,,0.006096,,3.048,,,,,12.7,,
MIDNR_2004-1080,MICHIGAN,MIDNR,PENTWATER,43.82196667,-86.4446,MM-6,NORTH,1510,2004,8,17,,,Bottom Trawl,BTL,,,10.0584,10.3632,,,,NYLON,,,
MIDNR_2011-99878,MICHIGAN,MIDNR,PENTWATER,43.77775,-86.44436667,MM-6,NORTH,1510,2011,8,31,,,Bottom Trawl,BTL,,,0.9144,1.8288,,,,NYLON,6.35,,
MIDNR_2011-99871,MICHIGAN,MIDNR,PENTWATER,43.77671667,-86.44423333,MM-6,NORTH,1510,2011,8,31,,,Bottom Trawl,BTL,,,0.6096,1.8288,,,,NYLON,6.35,,
MIDNR_2007-1116,MICHIGAN,MIDNR,PENTWATER,43.82623333,-86.4442,MM-6,NORTH,1510,2007,8,30,,,Bottom Trawl,BTL,,,9.144,10.3632,,,,NYLON,6.35,,
MIDNR_2012-1103,MICHIGAN,MIDNR,PENTWATER,43.82528333,-86.4441,MM-6,NORTH,1510,2012,8,29,,,Bottom Trawl,BTL,,,9.4488,10.668,,,,NYLON,6.35,,
MIDNR_2008-1081,MICHIGAN,MIDNR,PENTWATER,43.81366667,-86.44401667,MM-6,NORTH,1510,2008,9,23,,,Bottom Trawl,BTL,,,9.144,9.7536,,,,NYLON,6.35,,
MIDNR_1992-183,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,9,14,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_1992-184,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,9,14,,,Mid-Water Trawl,MWT,,0.006096,,18.288,,,,,12.7,,
MIDNR_1992-185,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,9,14,,,Mid-Water Trawl,MWT,,0.006096,,10.668,,,,,12.7,,
MIDNR_1992-186,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,9,14,,,Mid-Water Trawl,MWT,,0.006096,,30.48,,,,,12.7,,
MIDNR_1992-187,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,9,14,,,Mid-Water Trawl,MWT,,0.006096,,10.668,,,,,12.7,,
MIDNR_1992-188,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,9,14,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_1992-189,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,9,15,,,Mid-Water Trawl,MWT,,0.006096,,45.72,,,,,12.7,,
MIDNR_1992-19,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,5,20,,,Surface Gillnet,SGN,,1.219199961,0,6.096,,,,NYLON,50.8,,
MIDNR_1992-190,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,9,15,,,Mid-Water Trawl,MWT,,0.006096,,10.668,,,,,12.7,,
MIDNR_1992-191,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,9,15,,,Mid-Water Trawl,MWT,,0.006096,,10.668,,,,,12.7,,
MIDNR_1992-192,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,9,15,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_2004-8096,MICHIGAN,MIDNR,PENTWATER,43.79525,-86.44381667,MM-6,NORTH,1510,2004,8,19,,,Bottom Trawl,BTL,,,5.1816,6.4008,,,,NYLON,,,SMALL BOAT
MIDNR_1992-193,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,9,17,,,Mid-Water Trawl,MWT,,0.012192,,,,,,,38.1,,
MIDNR_1992-194,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,9,23,,,Suspended Gillnet,SPN,,0.60959998,18.288,24.384,,,,NYLON,,,
MIDNR_1992-195,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,9,23,,,Suspended Gillnet,SPN,,0.60959998,18.288,24.384,,,,NYLON,,,
MIDNR_1992-196,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,9,24,,,Suspended Gillnet,SPN,,0.60959998,18.288,24.384,,,,NYLON,,,
MIDNR_1992-197,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,9,24,,,Suspended Gillnet,SPN,,0.60959998,18.288,24.384,,,,NYLON,,,
MIDNR_1992-198,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,9,29,,,Suspended Gillnet,SPN,,0.60959998,18.288,24.384,,,,NYLON,,,
MIDNR_1992-199,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,9,29,,,Suspended Gillnet,SPN,,0.60959998,18.288,24.384,,,,NYLON,,,
MIDNR_2004-8102,MICHIGAN,MIDNR,PENTWATER,43.79525,-86.44381667,MM-6,NORTH,1510,2004,8,19,,,Bottom Trawl,BTL,,,5.7912,6.7056,,,,NYLON,,,SMALL BOAT
MIDNR_1992-2,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,5,12,,,Bottom Trawl,BTL,,0.012192,19.2024,26.2128,,,,,25.4,,
MIDNR_2004-8129,MICHIGAN,MIDNR,PENTWATER,43.79525,-86.44381667,MM-6,NORTH,1510,2004,8,25,,,Bottom Trawl,BTL,,,4.8768,6.4008,,,,NYLON,,,SMALL BOAT
MIDNR_2004-8135,MICHIGAN,MIDNR,PENTWATER,43.79525,-86.44381667,MM-6,NORTH,1510,2004,8,25,,,Bottom Trawl,BTL,,,5.7912,6.096,,,,NYLON,,,SMALL BOAT
MIDNR_1992-20,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,5,21,,,Surface Gillnet,SGN,,1.219199961,0,6.096,,,,NYLON,50.8,,
MIDNR_1992-200,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,9,30,,,Suspended Gillnet,SPN,,0.60959998,6.096,12.192,,,,NYLON,,,
MIDNR_1992-201,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,9,30,,,Suspended Gillnet,SPN,,0.60959998,12.192,18.288,,,,NYLON,,,
MIDNR_1992-21,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,5,27,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_2005-1070,MICHIGAN,MIDNR,PENTWATER,43.82625,-86.44378333,MM-6,NORTH,1510,2005,8,10,,,Bottom Trawl,BTL,,,9.144,10.3632,,,,NYLON,,,None
MIDNR_2008-8867,MICHIGAN,MIDNR,PENTWATER,43.788,-86.44338333,MM-6,NORTH,1510,2008,8,19,,,Bottom Trawl,BTL,,,1.8288,4.8768,,,,NYLON,6.35,,
MIDNR_1992-22,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,5,27,,,Mid-Water Trawl,MWT,,0.006096,,3.048,,,,,12.7,,
MIDNR_2007-8564,MICHIGAN,MIDNR,PENTWATER,43.79483333,-86.4432,MM-6,NORTH,1510,2007,8,29,,,Bottom Trawl,BTL,,,3.6576,4.572,,,,NYLON,6.35,,
MIDNR_1992-23,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,5,27,,,Mid-Water Trawl,MWT,,0.006096,,13.716,,,,,12.7,,
MIDNR_2011-1066,MICHIGAN,MIDNR,PENTWATER,43.82698333,-86.44301667,MM-6,NORTH,1510,2011,9,20,,,Bottom Trawl,BTL,,,9.144,10.668,,,,NYLON,6.35,,
MIDNR_1992-24,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,5,27,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_1992-25,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,5,28,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_1992-26,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,5,28,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_1992-27,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1410,1992,5,28,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_2009-9251,MICHIGAN,MIDNR,PENTWATER,43.797,-86.44263333,MM-6,NORTH,1510,2009,8,24,,,Bottom Trawl,BTL,,,,,,,,NYLON,6.35,,
MIDNR_1992-28,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,5,28,,,Mid-Water Trawl,MWT,,0.006096,,3.048,,,,,12.7,,
MIDNR_2013-10360,MICHIGAN,MIDNR,PENTWATER,43.79193333,-86.44258333,MM-6,NORTH,1510,2013,8,19,,,Bottom Trawl,BTL,,,3.9624,5.1816,,,,NYLON,6.35,,north. Day. No fish
MIDNR_1992-29,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,5,28,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_1992-3,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,5,12,,,Bottom Trawl,BTL,,0.012192,27.432,34.4424,,,,,25.4,,
MIDNR_2005-8247,MICHIGAN,MIDNR,PENTWATER,44.62575,-86.44246667,MM-6,NORTH,1510,2005,8,22,,,Bottom Trawl,BTL,,,,,,,,,,,
MIDNR_1992-30,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,5,28,,,Mid-Water Trawl,MWT,,0.006096,,19.812,,,,,12.7,,
MIDNR_1992-31,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,5,28,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_1992-32,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,5,28,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_1992-33,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,5,29,,,Mid-Water Trawl,MWT,,0.006096,,9.144,,,,,12.7,,
MIDNR_1992-34,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,6,1,,,Surface Gillnet,SGN,,0.60959998,0,6.096,,,,NYLON,50.8,,
MIDNR_1992-35,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,6,1,,,Surface Gillnet,SGN,,0.60959998,0,6.096,,,,NYLON,50.8,,
MIDNR_1992-36,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,6,2,,,Surface Gillnet,SGN,,0.60959998,0,6.096,,,,NYLON,50.8,,
MIDNR_1992-37,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1409,1992,6,2,,,Surface Gillnet,SGN,,0.60959998,0,6.096,,,,NYLON,50.8,,
MIDNR_2005-8252,MICHIGAN,MIDNR,PENTWATER,43.79241667,-86.44246667,MM-6,NORTH,1510,2005,8,23,,,Bottom Trawl,BTL,,,,,,,,,,,
MIDNR_1992-38,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,6,3,,,Surface Gillnet,SGN,,0.60959998,0,6.096,,,,NYLON,50.8,,
MIDNR_2004-8136,MICHIGAN,MIDNR,PENTWATER,43.80178333,-86.44245,MM-6,NORTH,1510,2004,8,25,,,Bottom Trawl,BTL,,,1.8288,2.1336,,,,NYLON,,,SMALL BOAT
MIDNR_2011-99875,MICHIGAN,MIDNR,PENTWATER,43.80508333,-86.44241667,MM-6,NORTH,1510,2011,8,31,,,Bottom Trawl,BTL,,,4.572,6.7056,,,,NYLON,6.35,,
MIDNR_1992-39,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,6,3,,,Surface Gillnet,SGN,,0.60959998,0,6.096,,,,NYLON,50.8,,
MIDNR_1992-4,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,5,12,,,Bottom Trawl,BTL,,0.012192,35.9664,42.9768,,,,,25.4,,
MIDNR_1992-40,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,6,4,,,Surface Gillnet,SGN,,0.60959998,0,6.096,,,,NYLON,50.8,,
MIDNR_1992-41,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1509,1992,6,4,,,Surface Gillnet,SGN,,0.60959998,0,6.096,,,,NYLON,50.8,,
MIDNR_1992-42,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1309,1992,6,10,,,Bottom Trawl,BTL,,0.012192,4.572,3.9624,,,,,25.4,,MSU DATA
MIDNR_1992-43,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1309,1992,6,10,,,Bottom Trawl,BTL,,0.012192,3.9624,3.6576,,,,,25.4,,MSU DATA
MIDNR_1992-44,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1309,1992,6,10,,,Bottom Trawl,BTL,,0.012192,8.8392,7.62,,,,,25.4,,MSU DATA
MIDNR_2011-99872,MICHIGAN,MIDNR,PENTWATER,43.79725,-86.44241667,MM-6,NORTH,1510,2011,8,31,,,Bottom Trawl,BTL,,,4.8768,5.7912,,,,NYLON,6.35,,
MIDNR_1992-45,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1309,1992,6,10,,,Bottom Trawl,BTL,,0.012192,8.5344,12.192,,,,,25.4,,MSU DATA
MIDNR_1992-46,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1309,1992,6,10,,,Bottom Trawl,BTL,,0.012192,14.9352,13.716,,,,,25.4,,MSU DATA
MIDNR_1992-47,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1309,1992,6,10,,,Bottom Trawl,BTL,,0.012192,11.8872,17.0688,,,,,25.4,,MSU DATA
MIDNR_2010-9666,MICHIGAN,MIDNR,PENTWATER,43.79626667,-86.44236667,MM-6,NORTH,1510,2010,8,24,,,Bottom Trawl,BTL,,,4.8768,6.4008,,,,NYLON,6.35,,
MIDNR_1992-48,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1309,1992,6,10,,,Bottom Trawl,BTL,,0.012192,7.9248,9.4488,,,,,25.4,,MSU DATA
MIDNR_1992-49,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1309,1992,6,10,,,Bottom Trawl,BTL,,0.012192,4.572,3.6576,,,,,25.4,,MSU DATA
MIDNR_1992-5,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,5,12,,,Bottom Trawl,BTL,,0.012192,19.812,34.4424,,,,,25.4,,
MIDNR_2013-10377,MICHIGAN,MIDNR,PENTWATER,43.7945,-86.44233333,MM-6,NORTH,1510,2013,8,20,,,Bottom Trawl,BTL,,,5.4864,,,,,NYLON,6.35,,north
MIDNR_2007-8569,MICHIGAN,MIDNR,PENTWATER,43.79606667,-86.44208333,MM-6,NORTH,1510,2007,8,30,,,Bottom Trawl,BTL,,,3.3528,4.572,,,,NYLON,6.35,,
MIDNR_2005-8244,MICHIGAN,MIDNR,PENTWATER,43.79248333,-86.44195,MM-6,NORTH,1510,2005,8,22,,,Bottom Trawl,BTL,,,,,,,,,,,
MIDNR_2013-10371,MICHIGAN,MIDNR,PENTWATER,43.79413333,-86.44193333,MM-6,NORTH,1510,2013,8,20,,,Bottom Trawl,BTL,,,4.8768,,,,,NYLON,6.35,,north
MIDNR_2009-9260,MICHIGAN,MIDNR,PENTWATER,43.79395,-86.44193333,MM-6,NORTH,1510,2009,8,24,,,Bottom Trawl,BTL,,,,,,,,NYLON,6.35,,
MIDNR_1992-50,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,6,11,,,Bottom Trawl,BTL,,0.012192,18.288,23.1648,,,,,25.4,,
MIDNR_2003-8029,MICHIGAN,MIDNR,PENTWATER,43.78966667,-86.4416,MM-6,NORTH,1510,2003,8,25,,,Bottom Trawl,BTL,,,,,,,,,,,N
MIDNR_2012-10203,MICHIGAN,MIDNR,PENTWATER,43.79616667,-86.44146667,MM-6,NORTH,1510,2012,8,29,,,Bottom Trawl,BTL,,,3.6576,4.2672,,,,NYLON,6.35,,
MIDNR_2008-8869,MICHIGAN,MIDNR,PENTWATER,43.80266667,-86.44125,MM-6,NORTH,1510,2008,8,19,,,Bottom Trawl,BTL,,,4.8768,6.096,,,,NYLON,6.35,,
MIDNR_1992-51,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,6,11,,,Bottom Trawl,BTL,,0.012192,26.2128,28.956,,,,,25.4,,
MIDNR_2012-10197,MICHIGAN,MIDNR,PENTWATER,43.79555,-86.44118333,MM-6,NORTH,1510,2012,8,29,,,Bottom Trawl,BTL,,,3.6576,3.9624,,,,NYLON,6.35,,
MIDNR_2009-9258,MICHIGAN,MIDNR,PENTWATER,43.79223333,-86.44071667,MM-6,NORTH,1510,2009,8,24,,,Bottom Trawl,BTL,,,,,,,,NYLON,6.35,,
MIDNR_2003-1082,MICHIGAN,MIDNR,PENTWATER,43.83033333,-86.4405,MM-6,NORTH,1510,2003,8,13,,,Bottom Trawl,BTL,,,8.5344,9.144,,,,NYLON,3.175,,
MIDNR_2003-8030,MICHIGAN,MIDNR,PENTWATER,43.7888,-86.44036667,MM-6,NORTH,1510,2003,8,25,,,Bottom Trawl,BTL,,,,,,,,,,,N
MIDNR_2004-8094,MICHIGAN,MIDNR,PENTWATER,43.7888,-86.44036667,MM-6,NORTH,1510,2004,8,19,,,Bottom Trawl,BTL,,,1.524,3.048,,,,NYLON,,,SMALL BOAT
MIDNR_2004-8100,MICHIGAN,MIDNR,PENTWATER,43.7888,-86.44036667,MM-6,NORTH,1510,2004,8,19,,,Bottom Trawl,BTL,,,1.8288,3.048,,,,NYLON,,,SMALL BOAT
MIDNR_2004-8127,MICHIGAN,MIDNR,PENTWATER,43.7888,-86.44036667,MM-6,NORTH,1510,2004,8,25,,,Bottom Trawl,BTL,,,1.524,3.3528,,,,NYLON,,,SMALL BOAT
MIDNR_2004-8133,MICHIGAN,MIDNR,PENTWATER,43.7888,-86.44036667,MM-6,NORTH,1510,2004,8,25,,,Bottom Trawl,BTL,,,1.524,2.1336,,,,NYLON,,,SMALL BOAT
MIDNR_2007-8563,MICHIGAN,MIDNR,PENTWATER,43.80056667,-86.43971667,MM-6,NORTH,1510,2007,8,29,,,Bottom Trawl,BTL,,,3.3528,4.2672,,,,NYLON,6.35,,
MIDNR_1992-52,MICHIGAN,MIDNR,PENTWATER,,,MM-6,NORTH,1510,1992,6,11,,,Bottom Trawl,BTL,,0.012192,31.0896,36.2712,,,,,25.4,,
MIDNR_2008-8861,MICHIGAN,MIDNR,PENTWATER,43.78828333,-86.43958333,MM-6,NORTH,1510,2008,8,19,,,Bottom Trawl,BTL,,,1.2192,1.8288,,,,NYLON,6.35,,
